address,postcode,latitude,longitude,restaurant_count,restaurant_rating,restaurant_price,arts_count,grocery_count,walk,transit,bike
5317 Keystone St,15201,40.48154,-79.950554,17,4.029411765,1.642857143,14,2,64,40,40
4213 Millington Rd,15217,40.42138,-79.9354,12,3.458333333,1.125,0,5,72,48,46
104 Fulton Pl,15210,40.409264,-79.98949,11,2.954545455,1.125,1,1,67,48,33
3410 Massachusetts Ave,15212,40.47678,-80.039,13,3.461538462,1.222222222,0,2,55,42,20
1641 Kelton Ave,15216,40.39644,-80.04047,37,3.525,1.333333333,3,4,81,47,34
538 Marie Ave,15202,40.50283,-80.06978,20,3.875,1.461538462,5,1,67,38,
3340 Vernon Ave,15227,40.382717,-79.9618,2,2.75,0,0,0,25,32,15
218 Dorseyville Rd,15215,40.51662,-79.93145,0,0,0,0,0,10,0,4
311 Regina St,15209,40.49975,-79.96709,2,3.75,1.5,0,1,17,21,
921 Ramsey St,15221,40.437283,-79.883125,24,3.625,1.5,5,5,63,62,67
205 Coleen Dr,15236,40.328667,-79.95906,16,3.8125,1.666666667,0,2,47,29,
15 Shannopin Dr,15202,40.51726,-80.06799,0,0,0,0,2,76,69,42
135 Village Ct,15241,40.327255,-80.07876,6,4.416666667,2,1,0,6,0,11
1728 Hallowell St,15210,40.39688,-80.002075,3,3.5,1.333333333,0,1,28,56,9
56 Chapel Dr,15237,40.54908,-80.0243,21,3.275,1.6875,5,3,55,33,33
750 Washington Rd #203,15228,40.379246,-80.04618,37,3.925,1.764705882,5,0,82,48,29
5136 Daube Dr,15236,40.35944,-80.006004,12,3,1.363636364,1,2,33,36,
3870 Mayfair St,15204,40.460796,-80.078636,4,3.875,1.333333333,1,0,21,32,32
1241 Bellaire Pl,15226,40.39325,-80.01093,12,3.583333333,1.3,1,1,52,44,23
4401 Charlemagne Cir,15237,40.544197,-80.016846,44,2.875,1.529411765,6,3,46,32,
5 Muskego Way,15211,40.426216,-80.005714,50,3.625,1.578947368,5,3,72,70,35
4605 Torley St,15224,40.464787,-79.94958,77,3.975,1.684210526,20,5,95,57,95
2106 Boustead St,15216,40.4057,-80.03034,33,3.575,1.117647059,1,5,56,46,21
95-97 Poplar Dr,15228,40.375683,-80.037994,33,3.55,1.722222222,4,1,68,47,32
239 40th St,15201,40.467953,-79.96104,59,3.775,1.736842105,20,6,88,53,78
365 Oak Rd,15239,40.47972,-79.74387,3,3.5,1.5,0,0,11,19,3
35 Barton Dr,15221,40.44036,-79.8608,2,3.75,1,0,0,16,39,20
2416 Rose Garden Rd,15220,40.408768,-80.044914,11,3.272727273,1.727272727,0,2,24,38,21
14 Oakwood Rd,15205,40.428883,-80.066666,23,3.8,1.454545455,5,1,44,45,34
950 Fordham Ave,15226,40.389442,-80.0209,21,3.525,1.277777778,1,1,59,30,35
247 Lelia St,15211,40.42182,-80.008514,23,3.575,1.526315789,1,3,62,68,39
70 Robinhood Rd,15220,40.403236,-80.0545,10,3.45,1.333333333,1,3,35,32,30
416 Glaids Dr,15243,40.368385,-80.06357,3,3.333333333,1.666666667,1,0,17,26,
176 N Jackson Ave,15202,40.50149,-80.05672,32,3.25,1.176470588,4,2,62,39,
1121 Farragut St,15206,40.473965,-79.917915,19,3.868421053,1.666666667,4,2,69,47,83
830 Newport Dr,15234,40.375862,-80.01409,23,3.85,1.416666667,0,1,17,46,7
2596 Giant Oaks Dr,15241,40.318806,-80.09065,6,4.416666667,2,0,0,6,0,
160 Watson Blvd,15214,40.482204,-80.00941,1,4.5,0,4,0,16,41,10
2020 Sarah St,15203,40.42745,-79.976814,81,3.65,1.6,20,5,96,64,65
497 William St,15229,40.51013,-80.05571,1,4.5,1,1,0,9,32,6
750 Washington Rd #909,15228,40.37939,-80.04597,38,3.925,1.764705882,5,0,82,48,29
5618 McCandless Ave,15201,40.481445,-79.94238,1,3.5,1,4,2,48,39,30
4730 Havana Dr,15239,40.47689,-79.70754,2,3.5,1.5,0,0,35,21,
1913 Berdella St,15220,40.444065,-80.04385,4,4.625,1,2,0,31,45,25
271 Mohican Ave,15237,40.571163,-80.04256,4,4.25,1,2,0,30,11,
8239 Elaine Dr,15237,40.560684,-80.00943,4,3.75,1.75,5,2,28,31,10
216 Jackson Cir,15229,40.527866,-80.029915,17,3.117647059,1.4,3,3,17,29,6
4009 Beechwood Blvd,15217,40.42704,-79.93663,11,3.409090909,1.142857143,3,3,70,48,58
1712 Meadville St,15214,40.461586,-80.00515,31,3.925,1.625,16,2,34,54,37
3317 Wallace Dr,15227,40.38166,-79.965416,2,2.75,0,0,1,24,36,10
1217 Buena Vista St,15212,40.45516,-80.01426,57,3.975,1.4375,20,1,87,65,64
500 S Lang Ave,15208,40.44621,-79.906265,8,3.6875,1.625,5,1,55,46,76
535 Sangree Rd #A,15237,40.53525,-79.99921,16,2.75,1.333333333,1,1,22,18,10
5128 Dearborn St,15224,40.465454,-79.941635,65,3.975,1.333333333,20,8,86,59,65
153 Canaveral Dr,15235,40.471474,-79.80706,1,2.5,1,0,0,10,24,4
4119 Grizella St,15214,40.494205,-80.01763,12,4.5,2,3,0,29,42,8
1647 Kiralfy Ave,15216,40.409626,-80.02205,16,3.625,1.230769231,0,1,47,54,22
204 Datura Dr,15235,40.465374,-79.83424,15,3.2,1.181818182,1,2,38,31,
1422 Macon Ave,15218,40.427658,-79.89447,29,3.475,1.411764706,5,3,64,45,55
4039 Meadowbrook Blvd,15227,40.365128,-79.97895,33,3.575,1.3125,3,2,71,44,30
1405 Orator St,15204,40.457413,-80.07054,11,4.5,2,2,0,23,39,38
920 Farragut St,15206,40.47158,-79.91834,37,3.725,1.705882353,7,4,69,48,57
6829 Penham Pl,15208,40.451782,-79.90966,14,3.25,1.416666667,7,5,66,64,70
274 Morrison Dr,15216,40.39293,-80.05146,28,3.525,1.529411765,5,3,54,43,25
1050 Eve Dr,15216,40.39366,-80.05732,14,3.25,1.692307692,2,2,54,39,28
3502-3504 Beechwood Blvd,15217,40.42292,-79.92725,28,3.45,1.470588235,2,5,79,47,54
411 Oneida St,15211,40.432323,-80.02066,9,3.5,2.555555556,8,2,62,60,34
56 Hemphill St,15214,40.487976,-80.01935,1,4.5,0,3,0,57,40,39
5125 Dresden Way,15201,40.478756,-79.95491,33,3.95,1.611111111,20,2,77,43,66
300 Anita Ave,15217,40.42368,-79.91756,24,3.575,1.555555556,2,7,38,46,55
15 Alpine Ave,15212,40.45854,-80.00832,52,4.075,1.571428571,20,2,75,56,54
550 Roseland Ave,15214,40.500507,-80.0147,12,4.5,2,0,0,2,41,9
1911 Crosby Ave,15216,40.405857,-80.02633,32,3.7,1.1875,1,3,51,46,23
7348 Beacon Hill Dr,15221,40.439377,-79.86297,2,3.75,1,0,0,23,41,18
1 Trimont Ln #470D,15211,40.438526,-80.02039,24,3.125,2.266666667,20,2,56,69,44
41 Thomas St,15205,40.43945,-80.06844,22,3.85,1.333333333,3,1,71,47,45
415 Charles St,15210,40.416637,-79.99627,13,3.346153846,1.416666667,3,2,60,60,26
1900 Woodward Ave,15226,40.404743,-80.01751,16,3.5625,1.166666667,1,1,31,51,12
1006 S Side Ave,15212,40.470306,-79.99762,2,4,2,1,0,27,41,29
420 S Aiken Ave #A3,15232,40.458885,-79.93851,72,3.425,1.266666667,20,12,89,69,89
1500 Boyle St,15212,40.458485,-80.00642,45,3.925,1.625,20,2,85,55,36
35 Welsford St,15213,40.435795,-79.95559,105,3.7,1.333333333,20,5,90,68,59
1821 Davis Ave,15212,40.47945,-80.042625,8,3.375,1.428571429,0,1,48,42,31
47 Winloch Ave,15205,40.442863,-80.060974,16,3.96875,1.5,3,1,38,47,10
5227 Dearborn St,15224,40.46551,-79.938736,48,3.95,1.466666667,20,8,85,62,68
205 Union St,15221,40.438858,-79.894196,19,3.578947368,1.411764706,8,4,71,61,85
508 Edgewood Rd,15221,40.427307,-79.870705,6,3.833333333,1.25,1,2,17,36,
331 Forest Ave,15202,40.509075,-80.08229,2,4.25,1.5,1,0,32,35,36
428 Woodland Hills Dr,15235,40.429874,-79.83684,4,3.25,1.25,1,1,23,20,
1493 Blossom Hill Rd,15234,40.359432,-80.02109,26,3.975,1.461538462,1,1,39,51,
118 42nd St,15201,40.471832,-79.96318,59,3.75,1.578947368,20,4,77,50,91
5165 Cherryvale Dr,15236,40.359535,-80.00396,11,2.863636364,1.4,1,2,76,69,42
4000 Oswald St,15212,40.485725,-80.043884,21,3.85,1.583333333,1,2,40,42,27
1710 Carey Way,15203,40.428238,-79.981636,76,3.575,1.666666667,20,4,93,66,98
3946 Dalewood St,15227,40.367153,-79.97813,33,3.525,1.266666667,3,2,66,42,
1819 Tyburn Ln,15241,40.350136,-80.07561,2,3,1,0,0,6,0,
505 Harrogate Rd,15241,40.3545,-80.07213,2,3,2,0,0,14,18,5
315 Edward Ave,15216,40.389267,-80.046196,45,3.525,1.666666667,7,4,73,48,28
112 S 15th St,15203,40.427536,-79.983665,79,3.65,1.842105263,20,4,92,66,66
424 Dailey Rd,15227,40.372643,-79.967255,6,3.916666667,1,0,1,28,37,10
200 21st St,15215,40.49448,-79.91537,8,2.9375,1.75,1,2,44,42,
422 Elaine Dr,15236,40.34596,-79.99781,3,3.833333333,1.5,2,2,28,22,31
2 Oakhurst Ln,15215,40.506794,-79.9119,0,0,0,1,0,13,0,
235 Evaline St,15235,40.461018,-79.85431,0,0,0,0,1,76,69,42
1339 Oakglen St,15204,40.449,-80.06035,5,3.4,1,0,1,48,45,37
520 Fordham Ave,15226,40.393536,-80.02611,34,3.725,1.235294118,2,3,68,43,33
115 Shadowlawn Dr,15236,40.371216,-79.99627,8,2.75,1.333333333,2,2,28,46,10
330 Delaney Dr,15235,40.436504,-79.80749,11,3.272727273,1.625,3,4,26,25,9
315 S Murtland St,15208,40.44851,-79.90703,10,3.6,1.555555556,7,1,59,62,92
310 Walpole Dr,15235,40.46535,-79.84565,3,3.5,1,0,0,27,31,
1503 Creedmoor Ave,15226,40.388947,-80.0116,13,3.576923077,1.272727273,1,1,63,41,22
424 Linial Ave,15226,40.40874,-80.00773,1,2,1,0,0,37,49,17
273 Red Oak Dr,15239,40.484005,-79.72942,1,3.5,1,0,0,1,0,1
903 Wible Run Rd,15209,40.52189,-79.97882,0,0,0,0,0,5,17,6
2630 Jordan Ave,15235,40.472923,-79.78686,8,3.4375,1.428571429,0,1,44,28,16
2352 Southwood Dr,15241,40.33398,-80.09042,0,0,0,1,0,1,0,5
6644 5th Ave,15206,40.453564,-79.9136,17,3.352941176,1.4,9,6,76,67,74
6107 Stanton Ave,15206,40.46919,-79.91822,51,3.725,1.705882353,11,5,73,52,79
372 S Highland Ave #405,15206,40.454613,-79.92554,68,3.9,2.117647059,20,10,92,70,89
432 Torwood Ln,15236,40.327415,-79.96858,9,4.055555556,1.857142857,0,1,16,22,6
865 Hawthorne Dr,15235,40.45448,-79.85314,0,0,0,0,1,17,37,26
767 College Ave #300,15232,40.453945,-79.92692,74,4.025,2.176470588,19,11,93,71,89
6913 Merton Rd,15202,40.509937,-80.080536,1,4.5,1,1,0,19,33,
125 Chalet Dr,15221,40.433918,-79.85437,3,3.833333333,1,0,0,17,26,13
508 John St,15212,40.492718,-80.04397,20,3.95,1.615384615,2,2,43,43,26
515 N Saint Clair St,15206,40.46792,-79.92604,57,3.825,2,13,10,67,52,70
319 Churchill Rd,15235,40.427357,-79.82724,11,3.909090909,1.5,2,2,6,23,16
711 Ledlie St,15219,40.447334,-79.983696,85,3.875,1.555555556,20,9,66,72,34
1449 Swantek St,15204,40.452343,-80.0694,3,2.666666667,1.333333333,0,1,26,42,33
295 Carmell Dr,15241,40.305294,-80.08204,0,0,0,0,0,8,0,
211 W Cherryhill St,15210,40.39749,-79.991936,14,3.071428571,1.1,0,1,72,57,39
229 Arla Dr,15220,40.407043,-80.06033,6,3.25,1.4,0,0,18,32,12
431 S Trenton Ave,15221,40.44244,-79.8921,23,3.8,1.470588235,7,5,72,64,82
158 Connie Dr,15214,40.49877,-80.024185,13,4.5,1.8,0,0,25,41,33
2062 Dartmore St,15210,40.390152,-79.99639,8,2.9375,1.142857143,0,0,35,57,20
321 Toura Dr,15236,40.31904,-79.94886,7,3.428571429,1.5,0,2,11,32,
3018 Mount Troy Rd,15212,40.478844,-79.98639,2,4,1,4,0,3,32,
113 Seel St,15223,40.51936,-79.96115,9,3.555555556,1,0,1,44,24,
349 Whittier Dr,15235,40.456795,-79.81699,9,2.666666667,1.142857143,1,2,25,18,9
5036 Amberson Pl,15232,40.449657,-79.94136,89,3.55,1.416666667,20,8,78,69,53
3 Coral Dr,15238,40.512287,-79.85653,2,2.75,2,0,0,13,20,
204 Lynhurst Dr,15237,40.526665,-80.07836,0,0,0,0,3,4,0,
3810 Hoosac St,15207,40.42779,-79.94194,8,3.3125,1.428571429,3,5,58,44,59
108 Abbey Ln,15236,40.35917,-80.005646,12,3,1.363636364,1,2,61,36,18
429 Dewalt Dr,15234,40.38164,-80.01975,12,3.583333333,1.3,1,1,42,51,
4765 Baptist Rd,15227,40.358818,-79.995316,13,3.192307692,1.5,3,3,40,38,16
222 Cairo St,15211,40.42643,-80.01408,25,3.675,1.65,2,3,59,64,30
205 Dorseyville Rd,15215,40.515797,-79.93407,0,0,0,0,2,6,0,
440 Jennie St,15211,40.429462,-80.005905,127,3.525,1.631578947,16,4,77,78,45
122 Locust Ct,15237,40.543774,-80.01996,34,3.025,1.625,6,3,36,33,34
614 Forest Ave,15202,40.50231,-80.05418,29,3.55,1.3125,4,2,44,38,
2420 Marbury Rd,15221,40.439213,-79.85789,2,3.75,1,0,0,17,34,
3407 Brighton Rd,15212,40.4782,-80.03154,12,3.625,1.285714286,1,1,76,69,53
159 Spruce Ct,15229,40.5109,-80.04423,3,3,1.333333333,0,2,4,36,5
224 Emerson St,15206,40.458656,-79.92357,56,3.825,1.947368421,20,10,94,71,90
462 Diablo Dr,15241,40.30585,-80.072655,1,3,2,0,0,10,0,
111 Grandview Ave #702,15211,40.431595,-80.00712,158,3.5,1.631578947,20,4,80,82,57
2644 Larkins Way,15203,40.42583,-79.96814,42,3.6,1.631578947,12,3,92,62,93
1693 Northgate Dr,15241,40.344994,-80.08654,2,3,1,0,0,5,12,8
4839 Hialeah Dr,15239,40.482307,-79.705894,1,4,1,0,0,22,19,10
2510 Forest Brook Dr,15241,40.3133,-80.08493,6,4.416666667,2,0,1,7,0,
831 Rockwood Ave,15234,40.363136,-80.0336,16,3.65625,1.6,1,1,53,53,
5523 Ellsworth Ave #3B,15232,40.453655,-79.93508,72,3.825,1.8125,20,9,97,74,87
825 Morewood Ave,15213,40.448223,-79.94229,83,3.225,1.4375,20,8,86,71,79
405 Conniston Ave,15210,40.405556,-79.99898,5,2.7,1.333333333,0,1,22,59,8
448 Atlantic Ave,15221,40.423016,-79.84794,19,3.473684211,1.5,0,4,50,38,24
572 Hope St,15220,40.394753,-80.08066,18,3.666666667,1.615384615,1,2,35,37,30
2011 Oblock Rd,15239,40.481083,-79.721085,0,0,0,0,0,14,16,18
661 Means Ave,15202,40.501957,-80.059265,34,3.25,1.235294118,4,2,66,40,
652 Dunster St,15226,40.40215,-80.01257,13,3.730769231,1.2,1,1,27,54,14
1211 Berry St,15204,40.451084,-80.05791,0,0,0,0,0,42,45,16
121 Hillcrest Dr,15237,40.53341,-80.02462,11,3.318181818,1.444444444,3,1,38,27,
206 Timber Ridge Rd,15238,40.525295,-79.86071,0,0,0,0,0,1,27,1
1028 Francis Rd,15234,40.35742,-80.03275,14,3.5,1.615384615,1,1,42,51,20
14 Wilkins Rd,15221,40.43278,-79.861115,5,3.8,1.333333333,0,0,24,34,9
122 Marylea Ave,15227,40.372295,-79.97842,36,3.625,1.266666667,3,3,79,44,32
1628 Laketon Rd,15221,40.448338,-79.8695,8,3.8125,1.333333333,0,1,58,44,16
3652 Harbison Ave,15212,40.483173,-80.027756,8,3.375,1.4,3,0,27,39,19
6657 Ridgeville St,15217,40.443993,-79.91315,23,3.575,1.8,7,5,76,69,53
2350 Golfview Dr,15241,40.33174,-80.08912,6,4.416666667,2,1,0,3,0,6
91 Bowstone Rd,15235,40.437664,-79.835434,2,4,2,1,1,15,27,4
1736 Brett St,15205,40.432266,-80.057144,23,2.775,1.117647059,4,1,63,39,27
1605 Beryl Dr,15227,40.361473,-79.96187,2,2.25,2,0,0,28,28,10
106 Mitchell Dr,15241,40.354122,-80.05437,37,3.25,1.8125,3,4,61,34,21
5 Terraceview Ave,15243,40.378593,-80.062325,1,4,1,1,0,31,34,14
1035 Betty Rae Dr,15236,40.344944,-79.963486,14,3.857142857,1.75,1,0,27,43,
4917 Havana Dr,15239,40.483246,-79.70945,1,4,1,0,0,76,69,53
1 Oxford Ct,15237,40.577435,-80.05558,5,4,2,1,1,31,0,8
411 Pearl St,15224,40.46053,-79.950905,95,3.85,1.578947368,20,5,93,60,71
79 Westwood St,15211,40.423637,-80.00569,30,3.6,1.555555556,3,3,68,68,45
2854 Espy Ave,15216,40.397137,-80.03501,36,3.675,1.411764706,2,4,85,47,51
507 Thorncliffe Dr,15205,40.432133,-80.09447,6,3.416666667,1.75,1,0,14,19,8
270 Schenley Manor Dr,15201,40.47386,-79.93604,14,4.107142857,1.5,15,3,40,43,21
632 Robinwood Dr,15216,40.3936,-80.054955,17,3.382352941,1.642857143,2,4,54,39,31
808 Cedar Ave,15212,40.454414,-80.0017,107,3.825,1.5,20,3,93,73,89
1247 Grouse Dr,15243,40.381348,-80.07488,13,3.5,1.909090909,1,1,13,34,
1144 Brabec St,15212,40.458855,-79.990524,65,3.95,1.875,19,9,65,50,49
100 Aqua Dr,15238,40.514782,-79.85826,1,2.5,0,0,0,16,22,24
611 Blossom Dr,15236,40.343452,-80.002304,4,3.875,1.333333333,3,0,20,19,22
504 Long Dr,15241,40.354603,-80.06244,12,3.041666667,1.7,3,3,25,21,
116 Wood Dr,15237,40.53409,-80.024765,12,3.291666667,1.5,2,1,31,24,
176 Grasmere St,15205,40.427372,-80.065285,24,3.8,1.416666667,5,1,39,43,24
5805 Elwood St,15232,40.45372,-79.928856,79,3.975,2.157894737,18,11,95,72,86
209 Gibralter Dr,15239,40.46692,-79.70861,7,3.285714286,1.333333333,0,1,30,21,13
1269 Gallupe Dr,15226,40.39444,-80.00892,7,3.5,1.5,1,1,35,50,30
6333 Alderson St,15217,40.42832,-79.9207,66,3.85,1.5,4,8,81,48,65
3781 East St,15214,40.487835,-80.01444,1,4.5,0,3,0,26,39,19
5 Kosciusko Way,15203,40.423878,-79.970436,53,3.675,1.578947368,14,3,84,58,31
2231 Morrow Rd,15241,40.340065,-80.08029,2,3,1,1,0,8,0,
26 High St,15223,40.497974,-79.94537,20,4.025,1.636363636,1,2,52,37,
329 Downing St,15219,40.457874,-79.966736,27,4.2,1.944444444,20,3,76,64,39
753 Lechner Ln,15227,40.383736,-79.958755,2,2.75,0,0,0,21,29,16
1321 Liverpool St,15233,40.45483,-80.025894,20,3.075,1.333333333,11,0,70,68,28
301 Farm Ln,15236,40.323776,-79.96887,5,4.5,2,0,1,9,18,3
555 Catskill Dr,15239,40.468006,-79.717445,0,0,0,0,1,5,0,
1116 Oglethorpe Ave,15201,40.484787,-79.93824,10,3.75,1.333333333,0,2,27,44,34
1130 Wisconsin Ave,15216,40.39092,-80.03294,30,3.65,1.411764706,4,4,68,46,28
120 Westwood Ave,15209,40.497997,-79.96593,1,4.5,2,0,1,7,22,8
6564 Zupancic Dr,15236,40.320267,-79.98646,2,3,0,0,0,14,17,7
679 Oxford Blvd,15243,40.366383,-80.073586,3,3.333333333,1.666666667,1,0,13,27,3
2200 Parklyn St,15234,40.386887,-80.005066,7,3.142857143,1.166666667,0,1,34,48,13
905 Jefferson Dr,15229,40.533573,-80.02994,8,3.1875,1.8,2,0,27,17,20
253 Morrisey St,15214,40.488216,-80.007935,0,0,0,4,0,3,41,1
2212 Manor Ave,15218,40.420815,-79.88311,31,3.325,1.411764706,4,2,73,52,35
4828 Havana Dr,15239,40.481632,-79.70795,1,4,1,0,0,16,19,
224 Silver Oak Dr,15220,40.40415,-80.05129,9,3.555555556,1.5,1,2,21,34,
206 Central Ave,15238,40.503212,-79.85609,22,3.925,1.666666667,1,1,17,36,26
378 Anawanda Ave,15228,40.37445,-80.033005,17,3.588235294,1.625,4,1,57,50,25
5 McMonagle Ave,15220,40.403873,-80.05513,8,3.4375,1.4,1,3,25,32,28
765 Guys Run Rd,15238,40.537952,-79.85116,2,3.5,1.5,1,2,17,29,6
197 Ledgedale St,15205,40.437187,-80.047935,23,3.05,1.133333333,1,1,39,37,15
5208 Sherwood Dr,15236,40.354977,-80.00283,13,3.192307692,1.454545455,1,2,76,69,53
2723 Sageman Ave,15226,40.386875,-80.01517,17,3.647058824,1.266666667,1,1,62,34,23
642 Newport Dr,15235,40.453003,-79.82779,10,3.65,1.444444444,1,2,33,22,12
3576 Middleboro Rd,15234,40.360497,-80.01843,24,4,1.333333333,1,1,33,51,12
93 Bigelow St,15207,40.42277,-79.947784,7,3.571428571,1.6,1,0,33,40,42
398 Southridge Dr,15241,40.315136,-80.06824,2,3.25,2,0,1,26,0,21
1013 Jancey St,15206,40.476555,-79.93092,6,4.083333333,1.25,4,3,39,45,28
52 Elizabeth St,15209,40.492134,-79.962364,11,4.590909091,2,3,0,3,27,20
1404 Merrick Ave,15226,40.38981,-80.010445,12,3.5,1.272727273,1,1,48,46,28
2517 Laketon Rd,15235,40.457764,-79.8568,3,3.333333333,2,0,1,25,35,
2960 Brevard Ave,15227,40.38459,-79.97088,23,3.975,1.25,0,1,57,40,28
3446 Harbison St,15212,40.47821,-80.02923,11,3.772727273,1.285714286,2,1,41,40,27
724 Washington Dr,15229,40.527542,-80.03113,17,3.117647059,1.375,3,3,18,31,14
156 N Fremont Ave,15202,40.498642,-80.04973,29,3.4,1.3125,4,3,58,39,
131 Bartley Rd,15241,40.35212,-80.058266,39,3.3,1.8125,3,4,40,37,14
5707 Rodgers St,15207,40.366177,-79.91135,5,4.1,1.333333333,2,1,33,31,12
2528 Lindenwood Dr,15241,40.314846,-80.08532,6,4.416666667,2,0,0,76,69,42
270 Orchard Dr,15228,40.37153,-80.04452,26,3.625,1.823529412,4,0,44,44,18
835 Chislett St,15206,40.4743,-79.930664,10,3.75,1.571428571,12,4,43,46,28
1711 Walz St,15212,40.464455,-79.99141,16,3.75,1.666666667,6,0,76,69,53
39 Union Ave,15202,40.504585,-80.06135,31,3.25,1.235294118,4,2,43,37,
4207 McKee Dr,15236,40.355198,-80.01134,9,3.888888889,1.4,0,2,31,15,
528 Cresthaven Dr,15239,40.4619,-79.77304,0,0,0,0,0,3,13,7
144 Columbia Dr,15236,40.331055,-79.95671,15,3.866666667,1.727272727,0,3,32,32,11
204 Glenfield Dr,15235,40.478363,-79.831665,6,2.833333333,1.2,1,1,22,29,8
1538 S Negley Ave,15217,40.440144,-79.92565,76,3.85,1.5,11,6,82,58,76
1446 N Franklin St,15233,40.455765,-80.02869,14,3.285714286,1.555555556,11,1,68,58,72
1617 Duchess Ln,15236,40.314644,-79.9905,2,3.75,1.5,1,0,4,16,
2770 Homehurst Ave,15234,40.376694,-80.00245,4,3.125,1.5,0,1,30,51,9
651 Oxford Blvd,15243,40.367157,-80.07437,2,3.75,1,1,0,12,27,5
45 Greenough Ave,15202,40.486454,-80.05233,29,3.4,1.3125,4,3,37,43,25
265 W Prospect Ave,15205,40.447075,-80.07628,10,3.25,1.111111111,2,1,17,42,20
70 Hempstead Ave,15229,40.52058,-80.03365,15,3.333333333,1.4,1,2,66,37,24
1817 Tilton Dr,15241,40.34978,-80.07698,2,3,1,0,0,5,0,
318 Crimson Dr,15237,40.547394,-80.09366,1,3.5,2,0,0,3,0,
51 Amherst Ave,15229,40.519207,-80.046,2,2.75,1.5,0,2,33,36,13
660 Sloop Rd,15237,40.5689,-80.05676,0,0,0,0,1,4,0,
5262 Orchard Hill Dr,15236,40.35688,-80.00653,12,3.125,1.363636364,1,2,49,19,16
1957 Pioneer Ave,15226,40.402676,-80.0156,19,3.736842105,1.2,1,1,37,49,17
167 Seneca Dr,15228,40.363125,-80.05957,12,3.291666667,1.888888889,2,2,8,22,8
4900 Elmwood Dr,15227,40.360638,-79.96487,2,2.25,2,1,0,23,31,
330 Ophelia St,15213,40.43445,-79.96215,98,3.575,1.294117647,18,6,72,71,72
90 Briggs St,15234,40.38701,-80.00055,5,3.2,1.2,0,0,35,54,15
2700 Pioneer Ave,15226,40.39496,-80.025375,26,3.65,1.294117647,2,2,74,44,36
2678 Thorntree Dr,15241,40.310844,-80.09439,8,4.125,1.8,1,1,18,0,
1803 Grall Avenue Ext,15209,40.50109,-79.97921,3,3.5,1.333333333,0,1,33,9,
107 Joan Dr,15209,40.520844,-79.97828,0,0,0,0,0,3,15,
2904 Perrysville Ave,15214,40.475395,-80.01139,0,0,0,3,0,32,40,14
403 Taylor St,15224,40.461185,-79.95173,99,3.95,1.684210526,20,5,93,60,71
1142 Marlane Dr,15227,40.39134,-79.96449,2,2.75,0,0,1,20,22,
210 Stamm Ave,15210,40.415485,-79.985916,16,3.28125,1.384615385,10,1,78,48,44
2998 Ruthwood Ave,15227,40.38635,-79.97016,10,3.5,1.166666667,0,1,52,38,24
5 Mesa Rd,15218,40.416443,-79.87408,13,4.230769231,1.875,2,1,24,52,11
1684 New Haven Ave,15216,40.398792,-80.038895,40,3.725,1.352941176,3,4,78,46,
2345 Southwood Dr,15241,40.33444,-80.08957,0,0,0,1,0,1,0,
210 Berkley Ave,15221,40.417835,-79.85029,21,3.575,1.571428571,0,3,51,44,24
244 Shiloh Ave,15202,40.488605,-80.056404,33,3.075,1.176470588,4,3,46,41,21
216 Orr Rd,15241,40.345177,-80.073,0,0,0,0,0,3,0,
620 Charlotte Dr,15236,40.34696,-80.00498,6,3.083333333,1.166666667,2,2,19,16,
207 Haugh Dr,15237,40.56365,-80.03042,17,3.529411765,1.6,5,2,15,27,
427 Lois Dr,15236,40.343006,-79.998795,4,3.875,1.333333333,4,0,15,19,
537 N Neville St #3A,15213,40.449318,-79.94778,105,3.525,1.733333333,20,9,88,71,77
2371 Potomac Ave,15216,40.406525,-80.04508,11,3.318181818,1.636363636,2,4,45,38,29
214 Magnolia Ave,15229,40.51445,-80.02516,25,3.75,1.4,1,1,47,38,19
5633 Northumberland St,15217,40.441345,-79.92657,81,3.925,1.473684211,13,6,80,58,76
407 Tyler Dr,15236,40.35907,-79.960464,2,2.25,2,1,0,20,24,7
5900 Babcock Blvd #72,15237,40.549587,-80.02632,18,3.361111111,1.714285714,5,3,53,33,25
224 Melvin Dr,15236,40.341816,-79.95789,14,4.035714286,1.75,2,3,31,46,11
5045 5th Ave #101,15232,-90,-147.10954,0,0,0,0,0,83,71,81
1431 Avon Pl,15221,40.45005,-79.85894,2,3.25,2,0,1,24,38,22
109 Merwood Dr,15214,40.499897,-80.02669,14,4.5,1.833333333,0,0,28,41,33
2932 Churchview Ave,15227,40.384987,-79.972664,23,3.975,1.25,0,1,93,62,92
309 Thornberry Ct,15237,40.51753,-79.9919,8,3.375,1.625,0,0,16,25,
709 Shireville Dr,15243,40.36521,-80.074684,2,3.75,1,1,0,13,26,4
256 Mabrick Ave,15228,40.38082,-80.04914,34,3.85,1.647058824,6,0,71,47,
1208 Amanda Ave,15210,40.403805,-79.98941,16,3.125,1.181818182,0,1,65,53,43
2340 Perricrest Dr,15220,40.404007,-80.04604,12,3.625,1.555555556,2,4,46,40,23
320 Fort Duquesne Blvd #15E,15222,40.442387,-80.007095,197,3.325,1.357142857,20,4,76,69,53
5161 Schenley Ave,15224,40.472168,-79.939285,23,3.95,1.384615385,17,6,93,56,84
3302 Vernon Ave,15227,40.383316,-79.96321,2,2.75,0,0,0,33,29,
